id,target,text_spacy_Lemmatized
5163,1, a hand grenade explode inside camp aguinaldo in quezon city  hurt a soldier  his wife  and one of their child  t
2790,0,   first impression  changlix sticky note    your nickname in my head  jona uwu closeness rating  
4382,0, I hate ur friend I think they fake I hope they all drown
3748,1, we have be stick at baldock for over minute now due to the derailment at hitchin and our driver doesn 
2093,0, crawford be a casualty of the lack of mentorship and training in the pnp 
1728,1, video  drone footage capture massive bind brook fire from up above gt     courtesy  rh 
9387,0,    it be bad but I make a lot of money for a young whipper  snapper
504,0, dr ji pakistan  bangladesh  terrorist  element behind anti  caa arson  say drswamy dr swamy claim
1971,0, if you like knit  you might want to help the animal rescue craft guild in australia by knit a cosy nest  pouch
10955,0, he have more weapon than brady
3856,0,   be the scapegoat  the real culprit be still tweet  deepika must probe why do they destroy she undisp
3706,0, the headline on cnn all day today have  bernie say a woman ca nt win the presidency  on th
7838,0, usa  amp  israel will not be happy till they have obliterate iran  usa be short of oil  israel get none  iran have
2625,0,   kill  a nigerian nigerian dauda onoruoiza on ukrainian plane with   htt
599,1, I m deeply trouble by the news of violent attack on individual and property at bhainsa  telangana  such action be
9568,0, fuck a stretcher they d need a coffin for my ass 
4383,0, my neighbor be snore so loudly not even my sound machine can drown he out 
7492,0, sinrik have go through some rough time in his life  he be disgrace out of the military  strip of his face pa
3909,0, amazing light show or a battle for your health  this video show activate macrophage   cell that detect and destroy pathoge
10998,1, why do he keep try this  comic  churchillian pose and speech pattern  the man be a j
7602,0,   be use her influence for a good cause  information dissemination in this time of natural disaster   thank y
3200,0, why a year  old scottish battle could still cause more death
8017,0, pandemonium will begin  the dip be near but the win will be great  amp  fruitful than anything else you ve ever see
2111,0, we may not be able to physically help in anyway  however our thought and prayer be with the filipino people affecte
9297,0, with ear to see and eye to hear by sleep with siren 
7720,1, diversion saudi arabia s first nuclear reactor nearly finish  spark fear over safeguard
2573,1, central la us101 s  n vermont ave   trfc collision  unkn inj  
189,0, how about some compassion for the family of the ukrainian airplane shoot down  by accident  
1244,0, please stay as you be ismail  you be bloody perfection personify
4417,1, body of park ranger find in lake kariba  authority suspect escape poacher    via
6898,0,  it be improve over the last 4yrsexcept the miss long  term memory   all
7878,0, this be how trump diffuse the mueller investigation   obama tap my wire
1764,0, haha you love a glasgow building that go on fire and it seem you be not wrong as empty buil
3877,0, how heartless of they to play and destroy these talented boy dream just for their own profit  how be you go to c
3275,0, watch out for debris on the road today  
8334,1,  chinese woman with mystery virus quarantine in thailand  
784,1, us  mexico border  portal for tb  swine flu  bioterror   via
6084,1, hailstorm in canada  
9619,0, structural poverty be the government s failure 
8560,1, rescue animal have already arrive in the residence of my cousin where kennel be open for free as temporary shelter w
9134,0, from big datum to customer  centricity to content strategy and beyond  these be the seismic shift that rule the 
6170,0, over million adolescent die every year  who will issue new guidance to promote adolescent    amp  prevent substance
1990,0, it be fake news to divert attention of the planet  just like fake bush fire of usa  unquote
2909,0, early mozambican disaster management and international reinsure use drone to assess the damage c
10570,0,  mv elizabeth be sip mull wine and watch nyarlathotep have his way with the verse  I could n
242,0, sne you really tryna see I get annihilate  dm I your psn bro
3572,0,   demolition man  by flotsam and jetsam
7645,0, nuclear disaster part 
10613,1, a lot of people in tacloban die during typhoon yolanda because they do nt know what a  storm surge  be  it do nt m
9483,1, be the number to call if you have a power cut  do you know you can also register for wpd s severe weather bulletin  regist
8895,0, spiderverse win well animate  and black panther be nominate for good picture last year wym finally
4658,0, i d really mace and electrocute a gal before I lose a fight fr 
4252,1, these farmer  and pet owner be suffer right now  they be displace from their home  seperate from their li
2585,1, both driver be stand nearby  hopefully it be a low impact collision 
1799,1, massive fire in new jersey leave thousand without power  us  media a massive fire engulf many building in bou
2104,0, here be what you can learn from the conservative response to the bushfire crisis   a masterclass in spin  wilful ignorance
6663,0, bombshell   tell ignoramus iran save   from warthis guy convince barrieobama to g
7648,0, the pm be accuratetrump pull out of the jcpoa start this disaster  he pull out becaus
9967,0, could nt agree more with this piece by on the need for a parallel strategy for male victim and the n
10751,0,   another  storm   yawn   wanna bet it ll be the  big    long    hot    badd    cold    warm  
